id,nombre,apellido,estado_civil,dni,nacionalidad,fecha_nacimiento,direccion,codigo_postal,provincia,telefono,email,es_moroso,profesion,salario,numero_cuenta,tipo_cuenta,saldo,antiguedad_cliente,genero
7640,Reynaldo,López,Soltero,25086074C,Burundesa,1992-08-14,"Camino de Ismael Solsona 74 Puerta 0 , Ourense, 02768",44749,Almería,751429433,augustomontesinos@example.org,False,Mecánico y reparador en electrónica,"2907,95",ES8689661112214340651136,corriente,"47570,66",2018-02-01,Masculino
7641,Sancho,Barco,Divorciado,76676133K,Beninesa,2007-06-19,"Camino de Cándida Solera 35, Cuenca, 13880",23065,Cuenca,778415018,juanalozano@example.net,False,Técnico en optometría y ópticos,"4865,73",ES4763772372134120037169,corriente,"19970,98",2024-05-11,Masculino
7642,Adalberto,Correa,Divorciado,70126839T,Libanesa,1960-04-18,"Alameda de Lina Vallejo 4 Puerta 3 , Guipúzcoa, 20239",44293,Teruel,797652959,wcomas@example.org,True,Administrador de bases de datos,"5766,53",ES5252889457375841925410,corriente,"95599,96",2023-05-20,Masculino
7643,Esther,Galan,Divorciada,48800900Y,Belga,1973-08-11,"Cañada de Reyes Fuertes 69, Toledo, 29462",07310,Lugo,778244049,companyfaustino@example.com,True,Director de ventas y comercialización,"4218,73",ES8158187104588084041685,corriente,"72192,01",2025-04-07,Femenino
7644,Porfirio,Tolosa,Casado,14415811D,Croata,1961-06-26,"Via Armida Tello 33, Barcelona, 01118",12166,Segovia,603164622,azconafelipe@example.net,False,Vendedor por teléfono,"2022,46",ES9616844706173796680224,corriente,"69245,78",2024-11-14,Masculino
7645,Emiliano,Leon,Divorciado,98281646R,Argentina,1984-03-04,"Paseo de María Pons 6 Puerta 1 , Toledo, 29848",46086,Granada,733905419,rcarmona@example.org,False,Especialista en tratamientos de belleza,"1505,44",ES7595932924746215702957,corriente,"75173,91",2023-01-04,Masculino
7646,Segismundo,León,Soltero,25324000B,Polaca,1951-12-19,"Pasadizo de Dani Baños 65 Piso 0 , Huesca, 03130",37746,Ciudad,753148152,epallares@example.org,True,Operario del tratamiento de la madera,"6439,58",ES8044729592641841700997,corriente,"28622,95",2019-06-22,Masculino
7647,Carolina,Lerma,Divorciada,84494567L,Mexicana,1977-02-25,"Calle Rebeca Méndez 58, Tarragona, 28360",30125,Soria,709893536,victoria26@example.org,False,Abogado,"7006,07",ES1017952237281529098768,corriente,"20141,79",2018-01-05,Femenino
7648,Rosalinda,Torrent,Divorciada,13939850X,Tailandesa,1957-12-14,"C. de Pánfilo Carnero 80, Valladolid, 51242",39569,Santa Cruz de Tenerife,672088590,eduardo46@example.org,False,Técnico de radiodifusión y grabación audio visual,"1722,17",ES6326863138815906796900,corriente,"36749,97",2023-05-12,Femenino
7649,José Antonio,Manuel,Soltero,48823132C,Andorrana,1947-07-21,"Acceso de Sancho Quesada 69, Ávila, 15652",39035,Baleares,643582458,vidal92@example.org,False,Técnico de laboratorio médico,"6311,19",ES7300653888291881748745,corriente,"42634,41",2024-09-18,Masculino
7650,María Dolores,Méndez,Divorciada,41027409D,Moldava,1963-06-02,"Avenida de Mirta Quero 41 Puerta 5 , Ávila, 18615",39352,Albacete,689659808,elorzaolegario@example.com,False,Mensajero,"7051,78",ES5823762324688685751026,corriente,"16145,06",2022-09-29,Femenino
7651,Cristóbal,Prado,Divorciado,75922227D,Iraní,1987-06-07,"Avenida de Aurelio Jordán 7 Apt. 94 , Albacete, 17360",47316,Barcelona,613967689,marcelinoalonso@example.com,False,Vendedor de quioscos y de puestos de mercado,"7511,42",ES8145178355037033427656,corriente,"86233,27",2019-10-21,Masculino
7652,Cesar,Muro,Divorciado,12738872T,Indonesia,1952-09-18,"Pasadizo de Ainara Sans 1 Piso 9 , Las Palmas, 21211",23498,Melilla,766030758,puigeliana@example.net,False,Empleado de archivos,"2052,79",ES2088504197310722247943,corriente,"65876,19",2023-01-07,Masculino
7653,José Ángel,Valera,Divorciado,91551661T,Andorrana,1975-12-17,"Cuesta Anacleto Serna 34, Almería, 43763",24058,Santa Cruz de Tenerife,682846884,fito89@example.org,False,Empleado de contabilidad y cálculo de costos,"3846,73",ES9072423755394641634847,corriente,"15671,99",2018-10-10,Masculino
7654,Bienvenida,Heredia,Casada,28735765W,Mexicana,1993-01-07,"Calle de Marc Cáceres 45 Puerta 3 , Sevilla, 48621",30194,Cantabria,796398618,anacletolobato@example.com,False,Operador de máquinas lavarropas,"3942,89",ES0256571339128345775506,corriente,"29736,72",2023-09-26,Femenino
7655,Anabel,Ferrández,Soltera,43428024E,Hondureña,1967-08-12,"Urbanización de Santiago Sáenz 2, Salamanca, 09956",03469,Las Palmas,716303654,galvanchuy@example.net,False,Secretario (general),"6516,04",ES7228962669848946215376,corriente,58021,2023-12-26,Femenino
7656,Faustino,Lasa,Soltero,49419732T,Galesa,1996-07-07,"Paseo Ignacia Cuéllar 9 Apt. 47 , Valladolid, 25322",07936,Palencia,629700867,sol11@example.org,False,"Limpiador y asistente de oficinas, hoteles y otros establecimientos","5789,4",ES1835626645424779310589,corriente,"66024,8",2021-04-10,Masculino
7657,Gerónimo,Gordillo,Divorciado,31191081E,Española,2003-01-26,"Cuesta de Gloria Isern 77 Apt. 83 , Jaén, 05307",47084,Asturias,677397928,oriana81@example.org,False,Pulidor de vidrio,"2550,76",ES5074590142167999781787,corriente,"14480,39",2019-04-25,Masculino
7658,Eli,Navas,Divorciada,99265698K,Egipcia,1992-09-04,"Vial Leonel Araujo 78, Las Palmas, 18133",01792,Salamanca,696038181,fsuarez@example.net,False,Cazador,"4723,45",ES5740993430102754798463,corriente,"47818,58",2025-02-13,Femenino
7659,Domingo,Asensio,Divorciado,40931502N,Guatemalteca,1946-11-03,"Cañada de Juan Bautista Madrid 59, Barcelona, 33890",10506,Ceuta,637623874,carla35@example.net,True,Cuidador de niños,"6272,93",ES7685880359051616166385,corriente,"81245,51",2021-04-08,Masculino
7660,Pepito,Teruel,Divorciado,56052465Q,Filipina,1998-10-25,"Camino Miguel Ángel Galiano 67, Teruel, 47689",43109,Burgos,798354409,marinograciana@example.com,False,Conserje,"4063,2",ES7096452733669936007697,corriente,"5455,39",2020-03-02,Masculino
7661,Ezequiel,Conesa,Divorciado,37233779E,Letona,1982-07-22,"Camino Vanesa Carbajo 61, Palencia, 29621",31421,Ourense,690537337,prudencia02@example.net,False,Mayordomo doméstico,"5352,07",ES3149993108866457481064,corriente,"26011,02",2023-02-28,Masculino
7662,Jenny,Ribas,Soltera,51826105K,Bosnia,1973-03-26,"Cañada María Teresa Cuéllar 6 Puerta 7 , Jaén, 33011",11536,Toledo,717987596,fgelabert@example.org,False,Mecánico y reparador de instrumentos de precisión,"3688,9",ES9918927544943755547920,corriente,"2044,6",2023-06-18,Femenino
7663,Dalila,Soriano,Divorciada,85666607W,Marroquí,1979-05-09,"Glorieta Aurelia Torre 25 Puerta 8 , Santa Cruz de Tenerife, 27614",50888,Ourense,727604416,etorrent@example.org,False,Demostrador de tiendas,"7698,6",ES8969599874708650236269,corriente,"44019,85",2022-05-11,Femenino
7664,Alfredo,Solé,Divorciado,82104131L,Azerbaiyana,1984-03-22,"Pasadizo José Fuente 9, Badajoz, 31542",06693,Madrid,704395510,earjona@example.org,False,Técnico de prótesis médicas y dentales,"3569,77",ES7297135699783870456196,corriente,"87856,27",2020-05-10,Masculino
7665,Leonor,Morell,Casada,10920371V,Saudí,1965-06-12,"Ronda de Rolando Ruano 25, Álava, 38239",01468,Guadalajara,634599791,visitacion17@example.net,False,Traductor e intérprete,"6007,71",ES6006834115242729014100,corriente,"14526,13",2019-11-14,Femenino
7666,Julián,Pedro,Casado,49256190B,Etíope,1965-06-15,"Urbanización de Fulgencio Lillo 39 Apt. 65 , Madrid, 17542",16578,Ávila,657068076,isa76@example.com,True,Compositor,"3097,5",ES7139238746560341686743,corriente,"2620,48",2019-11-04,Masculino
7667,Gerardo,Carbonell,Divorciado,26188795Y,Dominicana,1952-04-28,"Alameda de Leopoldo Rosell 351, Burgos, 50939",49450,Huesca,726009154,patricio04@example.net,False,Criador de ganado,7149,ES3567243044028695714601,corriente,"13143,45",2019-07-14,Masculino
7668,Artemio,Costa,Divorciado,75462037A,Mexicana,1966-12-09,"Vial Regina Borrás 443 Apt. 16 , Almería, 34100",28264,Ciudad,667721627,nildamate@example.net,False,Ayudante de cocina,"2871,4",ES0299318800830528539048,corriente,"60668,88",2023-06-15,Masculino
7669,Cayetano,Escrivá,Viudo,14265032H,Barbadense,2000-02-20,"Acceso Amalia Espinosa 8 Apt. 37 , Huelva, 35201",07655,Lugo,600536389,simon90@example.org,False,Locutor de radio,"1233,45",ES8733649851623346170774,corriente,"26847,49",2021-10-19,Masculino
7670,Fernando,Aroca,Casado,48049117R,Saudí,1958-11-11,"Avenida Camila Ramirez 37 Puerta 6 , Almería, 40519",23887,Lugo,665550133,fabio25@example.net,False,Compositor,"7699,61",ES1556325304817599640847,corriente,"22827,46",2023-03-22,Masculino
7671,Bartolomé,Linares,Casado,24968912C,Bareiní,1952-07-29,"Urbanización Odalis Alfaro 8, Melilla, 15522",26452,Burgos,783965828,mirtaarias@example.com,False,Gestor de aduana,"6042,45",ES4164701161571930834008,corriente,"35947,06",2018-05-14,Masculino
7672,Hortensia,Casals,Divorciada,62956277X,Mexicana,1988-12-18,"Paseo Ana Belén Hernández 1, Almería, 26191",37517,Ourense,668453554,piabarros@example.com,False,Calderero,"7550,12",ES0148102113950742520097,corriente,"77321,59",2020-11-28,Femenino
7673,Artemio,Cózar,Soltero,84517557D,Argentina,1955-11-24,"Acceso Sarita Torrecilla 36, Castellón, 09993",41279,Pontevedra,685064116,campoysevero@example.com,False,Repartidor,"5614,6",ES5821509829587241086539,corriente,"59738,06",2019-07-30,Masculino
7674,Amor,Cabeza,Casada,85136668Y,Boliviana,1965-04-01,"Camino de Godofredo Rivera 4 Piso 0 , Vizcaya, 17594",48629,Jaén,666298376,loretopozuelo@example.com,False,Operador de instalaciones de producción de energía,"7400,87",ES1715558500246732680498,corriente,"87010,33",2020-09-09,Femenino
7675,Florentina,Yuste,Soltera,79674722P,Camerunesa,1957-10-19,"Plaza Jacinta Montesinos 89, Segovia, 08355",14712,Soria,703707730,climaco33@example.org,False,Cortador de vidrio,"4047,48",ES4501369534433363897443,corriente,"82991,12",2020-05-13,Femenino
7676,Nilda,Quesada,Viuda,59648362R,Burundesa,1970-06-16,"Glorieta Silvia Granados 8 Puerta 3 , Ciudad, 06685",15610,Jaén,792651809,jose-angel95@example.com,False,Empleado de ventanillas de informaciones,"1882,58",ES7874070599497927414284,corriente,"99741,75",2023-08-30,Femenino
7677,José María,Chamorro,Casado,97763825W,Monegasca,2001-01-25,"Acceso Eulalia Andrés 871 Apt. 18 , La Coruña, 14016",43797,Zamora,730420015,florindaprats@example.net,False,Electrotécnico,"1634,85",ES7957832311585023019627,corriente,"90531,39",2024-12-02,Masculino
7678,Valeria,Parejo,Divorciada,22384080C,Guatemalteca,1954-06-25,"Glorieta José María Tudela 392 Piso 3 , Pontevedra, 23792",30729,Alicante,737970053,sotoadela@example.org,False,Trabajador agropecuario de subsistencia,"2604,92",ES8461138073359218056938,corriente,"14268,12",2024-08-15,Femenino
7679,Alba,Gascón,Divorciada,73819198P,Libia,1963-09-04,"Rambla de Rómulo Luque 7 Apt. 63 , Cuenca, 36974",21787,Burgos,605181960,gbaez@example.net,False,Desarrollador de software,"1646,95",ES1089532365376771910794,corriente,"2151,54",2022-05-09,Femenino
7680,Gilberto,Alegria,Casado,43987775E,Cubana,1964-12-24,"Pasadizo Eva Cuenca 2 Puerta 7 , Las Palmas, 37926",15429,Valencia,735109954,calistogrande@example.org,False,Practicante y asistente médico,"3602,67",ES1820713043225940199790,corriente,"33767,25",2024-06-06,Masculino
7681,Leonardo,Montserrat,Casado,63236678H,Croata,1988-03-18,"Via de Sonia Agudo 56, Melilla, 30030",39961,Vizcaya,617250126,agata69@example.net,False,Artista plástico,"4738,91",ES1470659151856731264062,corriente,"64244,65",2022-09-28,Masculino
7682,Trinidad,Iñiguez,Divorciado,81785421C,Qatari,1962-02-08,"Plaza de Roxana Ibañez 5 Puerta 9 , Santa Cruz de Tenerife, 37932",38323,Ceuta,623646057,roblescarlota@example.org,False,Catador de bebidas,"1930,35",ES4837489854744878077088,corriente,"41857,33",2024-11-04,Masculino
7683,Jesusa,Pereira,Divorciada,44837116L,Georgiana,1953-10-25,"Ronda Valeria Esparza 45, Zamora, 33397",37071,Alicante,712979101,qmata@example.com,True,Empalmador de cables,"2303,83",ES5137036059250544411077,corriente,"93196,4",2019-10-01,Femenino
7684,María Teresa,Oller,Casada,89036885K,Keniata,1983-06-26,"Plaza Goyo Quintero 87, Barcelona, 06036",22926,Zamora,735484996,bnunez@example.org,True,Técnico en seguridad aeronáutica,"5945,07",ES2407528613218926581545,corriente,"91493,78",2024-08-08,Femenino
7685,Ale,Espinosa,Casado,33647110L,Botsuanesa,1979-06-01,"Calle Iker García 773, La Coruña, 07821",12993,Burgos,664995448,graciadelgado@example.org,False,Operador de grúas y aparatos elevadores,"4256,88",ES6813210803534798929096,corriente,"97553,66",2022-11-14,Masculino
7686,Dionisio,Ortega,Divorciado,66909669R,Andorrana,1989-03-14,"Calle de Eugenia Noguera 20, Cantabria, 01198",04367,Huelva,627450137,federicodavila@example.org,False,Fontanero,"5131,18",ES7087607355033208079448,corriente,"38175,67",2018-09-10,Masculino
7687,Leoncio,Poza,Divorciado,74649490T,Burkinesa,1998-09-07,"Urbanización Catalina Morata 54 Apt. 40 , Ourense, 15856",20540,Guipúzcoa,738198207,candelariochamorro@example.net,False,Especialista en ciencias políticas,"4276,62",ES0097565664975561241970,corriente,"66546,92",2023-02-15,Masculino
7688,Angelina,Carrera,Divorciada,34303440K,Lituana,2002-06-01,"Paseo de Baudelio Campillo 28 Puerta 0 , Málaga, 18200",18036,Málaga,757411841,tomasavalencia@example.com,False,Profesional de nivel medio en actividades culturales y artísticas,"6070,74",ES7626479229850919520769,corriente,"84903,01",2020-01-08,Femenino
7689,Anastasia,Echeverría,Divorciada,34293718M,Siria,1970-03-16,"Callejón Eusebio Hernández 28 Piso 6 , Cádiz, 32474",27198,Albacete,686507977,florinadieguez@example.net,False,Operador de instalaciones de refinación de petróleo y gas natural,"2331,43",ES4463193878036354641314,corriente,"99059,47",2019-01-13,Femenino
7690,Paco,Goicoechea,Divorciado,32911417G,Bielorrusa,1946-11-12,"Camino Nazaret Huertas 24, Zaragoza, 48618",14655,Huesca,774395910,renecarrasco@example.net,False,Profesor de formación profesional,"7844,23",ES8367343825717655010048,corriente,"48328,33",2019-12-02,Masculino
7691,Cirino,Ramirez,Soltero,77598718F,Kazaja,1955-08-18,"Cuesta Áurea Céspedes 407, Almería, 15635",31335,Santa Cruz de Tenerife,623385816,lsalmeron@example.com,False,Dibujante técnico,"6845,54",ES3744981471419301059166,corriente,"27569,36",2020-02-05,Masculino
7692,Mario,Neira,Casado,14384659E,Keniata,1991-02-02,"Pasadizo de Gastón Miranda 23 Piso 7 , Ceuta, 18811",29348,Santa Cruz de Tenerife,786692905,ramona53@example.org,False,Técnico de telecomunicaciones,"2845,34",ES8186782969017573443792,corriente,"97105,1",2024-07-03,Masculino
7693,Claudia,Dueñas,Casada,37177287H,Libia,1995-12-23,"Callejón de Reinaldo Rocamora 59 Piso 2 , Baleares, 45679",04559,Ourense,680341259,cristiancolomer@example.com,False,Fumigador,"6746,32",ES3038620454718173014256,corriente,"33924,35",2018-05-20,Femenino
7694,Lalo,Pavón,Casado,28326242V,Suiza,2006-08-23,"Rambla Baudelio Benet 28, Segovia, 08238",01245,La Rioja,714737251,dduenas@example.net,True,Ensamblador de maquinaria mecánica,"6670,75",ES1688879020126636247809,corriente,"75138,13",2022-07-13,Masculino
7695,Pacífica,Galvez,Soltera,49766997B,Etíope,1963-05-26,"Plaza Amílcar Cardona 48, Córdoba, 21646",09720,Huesca,769133959,pguzman@example.com,False,Ingeniero industrial,"4500,51",ES1630272475148943867318,corriente,"19013,53",2019-04-12,Femenino
7696,Ramona,Jaén,Casada,17504007H,Serbia,1964-04-03,"Alameda Judith Céspedes 6 Piso 3 , Ávila, 05762",29427,Palencia,748397511,asdrubal10@example.org,False,Personal de limpieza,"1947,54",ES4859594838666786813536,corriente,"30559,68",2024-10-06,Femenino
7697,Hilario,García,Soltero,39728389Y,Nicaragüense,1957-02-23,"Callejón Telmo Riera 15 Puerta 0 , Girona, 06986",25377,Huelva,625868044,marcosgalo@example.net,True,Ensamblador de maquinaria mecánica,"7855,58",ES3335081845176020835356,corriente,"30151,46",2019-06-01,Masculino
7698,Alfredo,Sedano,Soltero,79230294D,Panameña,1996-06-21,"Pasaje de Débora Costa 503, Sevilla, 29654",17101,Huesca,723947593,arsenionino@example.com,False,Maquinista de locomotoras,"6988,79",ES6790038200192564129667,corriente,"45590,5",2024-08-14,Masculino
7699,Anselmo,Montenegro,Divorciado,28284546C,Suiza,1958-05-19,"Ronda de Quique Parejo 38, Pontevedra, 26672",29184,Valencia,656661454,huguetguillermo@example.org,False,Tapicero,3825,ES0964513027978061523145,corriente,"88903,18",2022-07-04,Masculino
7700,Joel,Perales,Divorciado,52624589Z,Letona,1949-09-24,"Rambla de Joaquina Cañas 80, Cáceres, 04170",23137,Toledo,718128760,cbarrio@example.org,True,Cristalero,"7981,07",ES6228410993703119027779,corriente,"52398,52",2021-12-10,Masculino
7701,Coral,Amigó,Viuda,43377660M,Bareiní,2006-06-22,"Alameda de Bibiana Zamorano 31, Cantabria, 36000",02070,Segovia,739647422,socorrohurtado@example.com,False,Tenedor de libros,"1229,11",ES6973932420092474330222,corriente,"16760,91",2024-12-19,Femenino
7702,Aitana,Sanchez,Divorciada,32398852V,Tunecina,2000-11-01,"Paseo Jenny Díaz 28 Puerta 8 , Madrid, 35995",09387,Salamanca,736319149,peraltasara@example.org,False,Operador de instalaciones de procesamiento de la madera,"4711,1",ES8436366628912096014373,corriente,"1257,73",2022-10-21,Femenino
7703,Wilfredo,Millán,Casado,66040870G,Peruana,1981-12-13,"C. Modesta Amat 95, Baleares, 12825",02752,Salamanca,630905128,juan-antoniogargallo@example.com,False,Agricultor,"2581,69",ES7858163511162462565041,corriente,"10170,9",2018-02-13,Masculino
7704,Petrona,Morillo,Divorciada,18544906Y,Turca,1947-01-08,"Glorieta de Hilario Orozco 79, Huelva, 26700",49736,Melilla,675419146,inocenciopuga@example.com,False,Operador de máquinas para fabricar productos de caucho,"2799,21",ES7575536937715096662706,corriente,"53577,21",2020-02-08,Femenino
7705,María Luisa,Montes,Soltera,99481796B,Ucraniana,1995-12-16,"Vial Estela Pinedo 235, Toledo, 14647",30549,Huesca,753646213,maria-carmen84@example.com,True,Técnico de radiodifusión y grabación audio visual,"3820,89",ES8055913892174773700083,corriente,"87880,5",2022-10-21,Femenino
7706,María Luisa,Gelabert,Divorciada,96896683Y,Laosiana,1990-06-10,"Cuesta Nico Morata 34, Huelva, 11593",34087,Córdoba,756516026,mcifuentes@example.net,True,Vendedor ambulantes de productos comestibles,"4811,08",ES4770809879989617377945,corriente,"8249,38",2023-12-25,Femenino
7707,Susanita,Olivé,Casada,60157752X,Georgiana,1962-02-01,"Cañada Osvaldo Marcos 5, Jaén, 45072",40461,Ourense,766269457,allerpaz@example.org,False,Técnico en ingeniería mecánica,"7768,71",ES0129925170227750346785,corriente,"77598,07",2023-07-06,Femenino
7708,Roxana,Palacio,Viuda,99474612A,Alemana,2007-03-23,"Paseo de Bonifacio Marcos 4, Tarragona, 18999",48492,Lugo,668679535,kflor@example.com,False,"Supervisor de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos","6133,66",ES4855197524249990510020,corriente,"30884,89",2018-01-21,Femenino
7709,Griselda,Arenas,Soltera,77997316S,Afgana,2001-01-16,"Glorieta de Manuel Alcázar 8 Piso 0 , Lleida, 41864",08691,Huelva,712943025,isaura59@example.org,True,Gerente de comercios al por mayor y al por menor,"6276,23",ES9588513761739912971422,corriente,"81892,56",2019-08-28,Femenino
7710,Balduino,Albero,Viudo,41741483W,Chipriota,1983-10-19,"Pasadizo Telmo Villanueva 58, Baleares, 37519",29587,Melilla,600781770,custodiaalfonso@example.org,False,Decorador de interior,"5955,52",ES5337205948301466970530,corriente,"4943,19",2023-09-07,Masculino
7711,Fausto,Cózar,Casado,28317911N,Singapurense,1985-02-19,"Pasaje Agustina Doménech 96, Cádiz, 21428",49133,Ourense,665571960,edmundo40@example.org,False,Mecánico y reparador en electrónica,"5818,7",ES2758173094472385524971,corriente,"80097,43",2023-08-04,Masculino
7712,Fátima,Galindo,Divorciada,78024858A,Galesa,1987-01-04,"Urbanización Herberto Miralles 3 Puerta 0 , Segovia, 02765",15373,Álava,788250363,jose-antonio39@example.net,False,Operador de máquinas para fabricar productos de papel,"3477,13",ES4062653555822003147458,corriente,"24636,15",2022-11-28,Femenino
7713,Saturnino,Tamayo,Divorciado,86653158Z,Lituana,1946-09-05,"Urbanización Chucho Ferreras 233, Tarragona, 23228",18872,Zaragoza,671170358,bzamorano@example.org,True,Trabajador agrícola de subsistencia,"6371,35",ES4586903166986562824043,corriente,"44112,93",2024-07-30,Masculino
7714,Josefa,Sanjuan,Divorciada,68189724Z,Islandesa,1969-07-29,"Avenida Berto Iniesta 59, Asturias, 28995",27802,Cádiz,730129402,mollnatanael@example.com,True,Buzo,"6695,62",ES0350184991067068092781,corriente,"60063,1",2024-11-19,Femenino
7715,Eligio,Ayuso,Viudo,63898977D,Ucraniana,1996-07-23,"Callejón de Sol Abascal 17, Navarra, 39504",29519,Girona,628407918,solanatanael@example.com,False,Lingüista,"3265,06",ES1455740151128741190773,corriente,16149,2018-06-29,Masculino
7716,Gil,Hernandez,Casado,79678259A,Surcoreana,1994-10-18,"Acceso de Felipe Morán 65, Sevilla, 42137",03686,Cádiz,783852135,iker58@example.org,False,Administrador de bases de datos,"5852,13",ES2889380003586584783208,corriente,"22786,38",2020-02-10,Masculino
7717,Salud,Gomis,Soltera,61894621B,Belga,1982-10-22,"Rambla de Julia Cabezas 72 Puerta 0 , La Coruña, 31459",09621,Murcia,688708662,casaresgriselda@example.org,False,Agente de servicios de expedición de licencias y permisos,"4775,3",ES6535923485368316161721,corriente,"61634,73",2019-08-31,Femenino
7718,Almudena,Gutiérrez,Casada,10255512L,Estadounidense,1962-12-14,"Via de Elpidio Soria 87 Piso 3 , Santa Cruz de Tenerife, 50821",32532,Jaén,752668526,zsolsona@example.org,False,Economista,"6876,76",ES7092470046709175871493,corriente,"97513,42",2021-12-23,Femenino
7719,Manola,Abril,Casada,13316834H,Húngara,1946-09-25,"Avenida Leocadio Andrade 12, La Coruña, 13982",12846,Lugo,799980899,salomon10@example.org,False,Peón de explotaciones agrícolas,"7137,43",ES6175817312691609943038,corriente,"75033,62",2018-04-05,Femenino
7720,Jenaro,Alegria,Divorciado,21700292E,Estadounidense,1966-04-01,"Paseo de Rómulo Oliva 174 Piso 3 , Granada, 01768",46966,Segovia,763733014,ricardamontes@example.com,True,Asistente de venta,"3535,2",ES3993062243109045365623,corriente,"40097,81",2020-09-28,Masculino
7721,Isaura,Cuenca,Soltera,85537891V,Británica,1981-02-08,"Urbanización de Fidel Carballo 34 Puerta 1 , Salamanca, 14000",49127,Guipúzcoa,682727353,nogueraencarna@example.net,False,Pintor y empapelador,"4983,92",ES0904549946204227964068,corriente,"46229,38",2023-04-19,Femenino
7722,Carina,Alegria,Viuda,67061769W,Francesa,1961-07-20,"Acceso Alcides Borrás 2, Lleida, 01599",49436,Palencia,673827469,encarnasanchez@example.org,False,Historiador,"2205,32",ES0016789691569953598544,corriente,"42727,97",2020-05-17,Femenino
7723,Gonzalo,Gallego,Divorciado,97615197T,Puertorriqueña,1963-07-09,"Glorieta de Bernarda Diego 1, Álava, 42490",03277,Cantabria,747688770,rubenfeliu@example.net,False,Montador de estructuras metálicas,"7127,29",ES7409081874246490665839,corriente,"84641,98",2021-05-20,Masculino
7724,Hilda,Pagès,Casada,24460802A,Italiana,1973-07-02,"Cuesta de Elías Quesada 26, Zamora, 50711",14646,Albacete,692815692,checamaricruz@example.net,False,Zoólogo,"3742,74",ES3980619030809202860476,corriente,"69048,25",2024-11-09,Femenino
7725,Bárbara,Merino,Divorciada,47003247X,Eslovaca,1962-03-03,"Calle Ángeles Gárate 790, Murcia, 51155",22574,Burgos,667008026,joaquinmayol@example.org,False,Pulidor de metales y afilador de herramientas,"6558,28",ES2458006651402927958134,corriente,"53474,6",2019-01-25,Femenino
7726,Salud,Cabezas,Divorciada,47877124W,Bruneana,1965-05-15,"Pasadizo de Ramiro Lladó 649 Piso 5 , Navarra, 36563",48151,Alicante,749442168,tmate@example.net,False,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,"2395,75",ES3298191765431180248591,corriente,"73891,93",2020-11-10,Femenino
7727,Sosimo,Ariza,Casado,50831693Z,Saudí,1951-04-08,"Paseo de Pelayo Duarte 28 Apt. 54 , Zaragoza, 01292",29950,Lugo,790880845,narvaezgervasio@example.org,False,Controlador de instalaciones de procesamiento de productos químicos,"7276,79",ES6650964439845904728104,corriente,"10140,81",2021-09-10,Masculino
7728,Abraham,Grande,Soltero,59342933N,Neozelandesa,1980-08-31,"Glorieta María Fernanda Castro 31, La Rioja, 19460",05323,Pontevedra,686362728,marmugica@example.org,False,Empleado del servicio de personal,"3220,21",ES2896916192947061174345,corriente,"3483,64",2020-04-30,Masculino
7729,Angelita,Rueda,Viuda,53417133R,Nicaragüense,1997-09-08,"Paseo de Isa Barceló 10, Cuenca, 06752",25216,Palencia,690536267,hcalvet@example.com,False,Profesional de medicina alternativa,"2594,31",ES9201321604707410753415,corriente,"68041,69",2024-10-31,Femenino
7730,Lourdes,Jáuregui,Divorciada,87682621C,Húngara,1955-05-29,"Glorieta de Sandalio Aragonés 95, Almería, 36167",36990,Teruel,626876303,riomaria-manuela@example.org,False,Clasificador de desechos,"5051,75",ES7021920163355501038458,corriente,"18549,91",2024-04-26,Femenino
7731,Albert,Viñas,Divorciado,43958635T,Británica,1986-05-08,"Vial Ofelia Lobato 41 Piso 1 , Lugo, 27275",41779,Guipúzcoa,739293238,ricoaranzazu@example.org,True,Orfebre,"3187,48",ES2190476381352218979989,corriente,"69971,37",2023-11-22,Masculino
7732,Chus,Peña,Viudo,89385091F,Andorrana,1995-08-24,"Rambla Tania Esteban 94, Lugo, 10302",20658,Pontevedra,643182260,jose-miguel58@example.net,False,Carnicero,"2220,33",ES5911193579630256547568,corriente,"40419,44",2023-01-01,Masculino
7733,Morena,Ribera,Casada,16480643Q,Burkinesa,1962-03-09,"Via Cristian Esteve 87 Apt. 54 , Ávila, 04665",08063,La Coruña,770281675,saguilo@example.com,False,Cristalero,"3940,76",ES2264580657343618897573,corriente,"79778,06",2021-01-27,Femenino
7734,Anabel,Malo,Divorciada,53143473H,Serbia,1949-10-10,"Acceso Raquel Morcillo 265, Badajoz, 35270",01212,Huesca,682344328,ameliaanglada@example.org,False,Productor y trabajador calificado de explotaciones agropecuarias mixtas,"5735,16",ES6842550360088696248208,corriente,"53714,21",2023-09-05,Femenino
7735,Federico,Sotelo,Soltero,38384228B,China,2006-01-22,"Via Nazario Macias 6, León, 05332",43508,Badajoz,642303060,candelasquintana@example.net,False,Operador de máquinas para fabricar cemento y otros productos minerales,"5896,01",ES5701090948022140294189,corriente,"5301,51",2020-11-09,Masculino
7736,Aroa,Salinas,Casada,72380195T,Tailandesa,1960-04-02,"Plaza de Ángeles Marín 1, Asturias, 38844",44070,Badajoz,601292411,baeznayara@example.com,False,"Modelo de moda, arte y publicidad","4059,61",ES2441909328682520002394,corriente,"25776,54",2022-02-24,Femenino
